,compra,venta
2014-12-27,532.83,545.37
2014-12-28,532.83,545.37
2014-12-29,532.83,545.37
2014-12-30,533.28,545.55
2014-12-31,533.31,545.53
2015-01-01,533.31,545.53
2015-01-02,533.31,545.53
2015-01-03,533.27,545.65
2015-01-04,533.27,545.65
2015-01-05,533.27,545.65
2015-01-06,533.05,545.51
2015-01-07,532.82,545.28
2015-01-08,533.1,545.4
2015-01-09,533.07,545.4
2015-01-10,533.17,545.5
2015-01-11,533.17,545.5
2015-01-12,533.17,545.5
2015-01-13,533.2,545.4
2015-01-14,533.09,545.36
2015-01-15,530.64,543.13
2015-01-16,530.1,542.41
2015-01-17,530.04,542.29
2015-01-18,530.04,542.29
2015-01-19,530.04,542.29
2015-01-20,530.15,542.2
2015-01-21,530.08,542.1
2015-01-22,530.07,542.11
2015-01-23,530.1,542.23
2015-01-24,529.91,542.06
2015-01-25,529.91,542.06
2015-01-26,529.91,542.06
2015-01-27,529.98,542.08
2015-01-28,529.86,542.09
2015-01-29,529.87,542.08
